                                                          Feff 6.01l  potph 4.12
 Abs   Z=29 Rmt= 1.122 Rnm= 1.672 K shell
 Pot 1 Z= 8 Rmt= 0.918 Rnm= 1.369
 Gam_ch=1.761E+00 H-L exch
 Mu=-2.823E+00 kf=1.586E+00 Vint=-1.240E+01 Rs_int= 2.287
 S02  1.000                                               Feff 6.01l ff2chi 2.01
 Curved wave amplitude ratio filter   4.000%
    file           sig2  cw amp ratio   deg  nlegs  r effective
 feff0001.dat    0.00000    100.00      1.00     2   2.0396
    1/   1 paths used
 -------------------------------------------------------------------------------
      k          chi          mag           phase @#
     4.7000   -1.062516E-02  1.623605E-02  1.013819E+01
     4.7500   -1.196681E-02  1.575613E-02  1.028733E+01
     4.8000   -1.295003E-02  1.527621E-02  1.043646E+01
     4.8500   -1.365227E-02  1.487105E-02  1.058790E+01
     4.9000   -1.399355E-02  1.446588E-02  1.073933E+01
     4.9500   -1.398356E-02  1.406072E-02  1.089077E+01
     5.0000   -1.364071E-02  1.365555E-02  1.104220E+01
     5.0500   -1.304498E-02  1.330071E-02  1.119199E+01
     5.1000   -1.217780E-02  1.294588E-02  1.134177E+01
     5.1500   -1.107385E-02  1.259104E-02  1.149156E+01
     5.2000   -9.772305E-03  1.223620E-02  1.164134E+01
     5.2500   -8.321425E-03  1.193076E-02  1.179450E+01
     5.3000   -6.742508E-03  1.162531E-02  1.194766E+01
     5.3500   -5.081656E-03  1.131987E-02  1.210082E+01
     5.4000   -3.385111E-03  1.101443E-02  1.225398E+01
     5.4500   -1.684179E-03  1.073717E-02  1.240887E+01
     5.5000   -2.740872E-05  1.045992E-02  1.256375E+01
     5.5500    1.544475E-03  1.018266E-02  1.271864E+01
     5.6000    2.994830E-03  9.905408E-03  1.287352E+01
     5.6500    4.313847E-03  9.658380E-03  1.302938E+01
     5.7000    5.459666E-03  9.411353E-03  1.318524E+01
     5.7500    6.410656E-03  9.164326E-03  1.334110E+01
     5.8000    7.151427E-03  8.917299E-03  1.349696E+01
     5.8500    7.699862E-03  8.689209E-03  1.365532E+01
     5.9000    8.022265E-03  8.461120E-03  1.381368E+01
     5.9500    8.121040E-03  8.233030E-03  1.397204E+01
     6.0000    8.004757E-03  8.004940E-03  1.413040E+01
     6.0500    7.726002E-03  7.819545E-03  1.429200E+01
     6.1000    7.255125E-03  7.634150E-03  1.445360E+01
     6.1500    6.613760E-03  7.448755E-03  1.461520E+01
     6.2000    5.827501E-03  7.263361E-03  1.477680E+01
     6.2500    4.925000E-03  7.077966E-03  1.493840E+01
     6.3000    3.937013E-03  6.892571E-03  1.510000E+01
     6.3500    2.895405E-03  6.707176E-03  1.526160E+01
     6.4000    1.832164E-03  6.521781E-03  1.542320E+01
     6.4500    7.784365E-04  6.336386E-03  1.558480E+01
     6.5000   -2.363677E-04  6.150991E-03  1.574640E+01
     6.5500   -1.211090E-03  6.010724E-03  1.591084E+01
     6.6000   -2.108156E-03  5.870457E-03  1.607528E+01
     6.6500   -2.905484E-03  5.730189E-03  1.623972E+01
     6.7000   -3.584841E-03  5.589922E-03  1.640416E+01
     6.7500   -4.132244E-03  5.449655E-03  1.656860E+01
     6.8000   -4.538221E-03  5.309387E-03  1.673304E+01
     6.8500   -4.797922E-03  5.169120E-03  1.689748E+01
     6.9000   -4.911089E-03  5.028853E-03  1.706192E+01
     6.9500   -4.881876E-03  4.888585E-03  1.722636E+01
     7.0000   -4.718546E-03  4.748318E-03  1.739080E+01
     7.0500   -4.473122E-03  4.650528E-03  1.755586E+01
     7.1000   -4.114897E-03  4.552737E-03  1.772092E+01
     7.1500   -3.658567E-03  4.454947E-03  1.788598E+01
     7.2000   -3.121123E-03  4.357156E-03  1.805104E+01
     7.2500   -2.521261E-03  4.259366E-03  1.821610E+01
     7.3000   -1.878765E-03  4.161575E-03  1.838116E+01
     7.3500   -1.213873E-03  4.063784E-03  1.854622E+01
     7.4000   -5.466541E-04  3.965994E-03  1.871128E+01
     7.4500    1.035953E-04  3.868203E-03  1.887634E+01
     7.5000    7.189040E-04  3.770413E-03  1.904140E+01
     7.5500    1.297767E-03  3.706890E-03  1.920723E+01
     7.6000    1.821380E-03  3.643368E-03  1.937306E+01
     7.6500    2.276858E-03  3.579845E-03  1.953889E+01
     7.7000    2.653685E-03  3.516322E-03  1.970472E+01
     7.7500    2.943945E-03  3.452800E-03  1.987055E+01
     7.8000    3.142476E-03  3.389277E-03  2.003637E+01
     7.8500    3.246933E-03  3.325754E-03  2.020220E+01
     7.9000    3.257767E-03  3.262231E-03  2.036803E+01
     7.9500    3.178124E-03  3.198709E-03  2.053386E+01
     8.0000    3.013660E-03  3.135186E-03  2.069969E+01
     8.0500    2.789330E-03  3.091967E-03  2.086649E+01
     8.1000    2.493768E-03  3.048747E-03  2.103328E+01
     8.1500    2.137243E-03  3.005528E-03  2.120008E+01
     8.2000    1.731485E-03  2.962309E-03  2.136688E+01
     8.2500    1.289311E-03  2.919089E-03  2.153368E+01
     8.3000    8.242246E-04  2.875870E-03  2.170047E+01
     8.3500    3.500096E-04  2.832651E-03  2.186727E+01
     8.4000   -1.196796E-04  2.789432E-03  2.203407E+01
     8.4500   -5.717092E-04  2.746212E-03  2.220086E+01
     8.5000   -9.938335E-04  2.702993E-03  2.236766E+01
     8.5500   -1.385610E-03  2.668954E-03  2.253702E+01
     8.6000   -1.727934E-03  2.634915E-03  2.270637E+01
     8.6500   -2.012155E-03  2.600876E-03  2.287572E+01
     8.7000   -2.231534E-03  2.566837E-03  2.304508E+01
     8.7500   -2.381393E-03  2.532798E-03  2.321443E+01
     8.8000   -2.459207E-03  2.498759E-03  2.338379E+01
     8.8500   -2.464625E-03  2.464720E-03  2.355314E+01
     8.9000   -2.399422E-03  2.430681E-03  2.372249E+01
     8.9500   -2.267402E-03  2.396642E-03  2.389185E+01
     9.0000   -2.074222E-03  2.362603E-03  2.406120E+01
     9.0500   -1.823805E-03  2.329793E-03  2.423356E+01
     9.1000   -1.526345E-03  2.296982E-03  2.440592E+01
     9.1500   -1.192063E-03  2.264171E-03  2.457828E+01
     9.2000   -8.320250E-04  2.231360E-03  2.475063E+01
     9.2500   -4.577734E-04  2.198549E-03  2.492299E+01
     9.3000   -8.096405E-05  2.165739E-03  2.509535E+01
     9.3500    2.869980E-04  2.132928E-03  2.526771E+01
     9.4000    6.353030E-04  2.100117E-03  2.544007E+01
     9.4500    9.540544E-04  2.067306E-03  2.561242E+01
     9.5000    1.234549E-03  2.034495E-03  2.578478E+01
     9.5500    1.471033E-03  2.001626E-03  2.595829E+01
     9.6000    1.655646E-03  1.968756E-03  2.613180E+01
     9.6500    1.784399E-03  1.935887E-03  2.630531E+01
     9.7000    1.855167E-03  1.903017E-03  2.647881E+01
     9.7500    1.867695E-03  1.870148E-03  2.665232E+01
     9.8000    1.823557E-03  1.837278E-03  2.682583E+01
     9.8500    1.726042E-03  1.804409E-03  2.699934E+01
     9.9000    1.580004E-03  1.771539E-03  2.717285E+01
     9.9500    1.391651E-03  1.738670E-03  2.734635E+01
    10.0000    1.168311E-03  1.705800E-03  2.751986E+01
    10.0500    9.199239E-04  1.679779E-03  2.769479E+01
    10.1000    6.510379E-04  1.653759E-03  2.786971E+01
    10.1500    3.706072E-04  1.627738E-03  2.804464E+01
    10.2000    8.768437E-05  1.601717E-03  2.821956E+01
    10.2500   -1.888713E-04  1.575697E-03  2.839449E+01
    10.3000   -4.506707E-04  1.549676E-03  2.856941E+01
    10.3500   -6.900497E-04  1.523655E-03  2.874434E+01
    10.4000   -9.002927E-04  1.497635E-03  2.891927E+01
    10.4500   -1.075820E-03  1.471614E-03  2.909419E+01
    10.5000   -1.212333E-03  1.445594E-03  2.926912E+01
    10.5500   -1.306910E-03  1.419573E-03  2.944404E+01
    10.6000   -1.358064E-03  1.393552E-03  2.961897E+01
    10.6500   -1.365737E-03  1.367532E-03  2.979389E+01
    10.7000   -1.331262E-03  1.341511E-03  2.996882E+01
    10.7500   -1.257274E-03  1.315490E-03  3.014374E+01
    10.8000   -1.147577E-03  1.289470E-03  3.031867E+01
    10.8500   -1.006985E-03  1.263449E-03  3.049359E+01
    10.9000   -8.411285E-04  1.237428E-03  3.066852E+01
    10.9500   -6.562432E-04  1.211408E-03  3.084345E+01
    11.0000   -4.589417E-04  1.185387E-03  3.101837E+01
