                                                          Feff 6.01l  potph 4.12
 Abs   Z=29 Rmt= 1.043 Rnm= 1.575 K shell
 Pot 1 Z= 8 Rmt= 0.857 Rnm= 1.294
 Gam_ch=1.761E+00 H-L exch
 Mu=-2.575E+00 kf=1.752E+00 Vint=-1.426E+01 Rs_int= 2.071
 S02  1.000                                               Feff 6.01l ff2chi 2.01
 Curved wave amplitude ratio filter   4.000%
    file           sig2  cw amp ratio   deg  nlegs  r effective
 feff0001.dat    0.00000    100.00      1.00     2   1.9000
    1/   1 paths used
 -------------------------------------------------------------------------------
      k          chi          mag           phase @#
     0.0000   -1.402829E-01  1.472665E-01 -1.261600E+00
     0.0500   -1.388905E-01  1.461722E-01 -1.253825E+00
     0.1000   -1.374950E-01  1.450780E-01 -1.246050E+00
     0.1500   -1.360967E-01  1.439838E-01 -1.238275E+00
     0.2000   -1.346956E-01  1.428895E-01 -1.230500E+00
     0.2500   -1.325366E-01  1.417953E-01 -1.207425E+00
     0.3000   -1.303249E-01  1.407010E-01 -1.184350E+00
     0.3500   -1.280629E-01  1.396068E-01 -1.161275E+00
     0.4000   -1.257528E-01  1.385126E-01 -1.138200E+00
     0.4500   -1.219897E-01  1.368587E-01 -1.100325E+00
     0.5000   -1.181083E-01  1.352049E-01 -1.062450E+00
     0.5500   -1.141185E-01  1.335510E-01 -1.024575E+00
     0.6000   -1.100301E-01  1.318972E-01 -9.867000E-01
     0.6500   -1.044929E-01  1.298887E-01 -9.348000E-01
     0.7000   -9.879810E-02  1.278802E-01 -8.829000E-01
     0.7500   -9.296955E-02  1.258717E-01 -8.310000E-01
     0.8000   -8.703112E-02  1.238632E-01 -7.791000E-01
     0.8500   -7.968868E-02  1.216807E-01 -7.140500E-01
     0.9000   -7.222357E-02  1.194983E-01 -6.490000E-01
     0.9500   -6.467900E-02  1.173158E-01 -5.839500E-01
     1.0000   -5.709756E-02  1.151334E-01 -5.189000E-01
     1.0500   -4.827273E-02  1.129307E-01 -4.416750E-01
     1.1000   -3.946741E-02  1.107281E-01 -3.644500E-01
     1.1500   -3.074438E-02  1.085254E-01 -2.872250E-01
     1.2000   -2.216402E-02  1.063227E-01 -2.100000E-01
     1.2500   -1.262554E-02  1.041700E-01 -1.215000E-01
     1.3000   -3.365956E-03  1.020173E-01 -3.299997E-02
     1.3500    5.539642E-03  9.986456E-02  5.550004E-02
     1.4000    1.402193E-02  9.771183E-02  1.440000E-01
     1.4500    2.300752E-02  9.569662E-02  2.428000E-01
     1.5000    3.138282E-02  9.368141E-02  3.416000E-01
     1.5500    3.907743E-02  9.166620E-02  4.404000E-01
     1.6000    4.603128E-02  8.965099E-02  5.392001E-01
     1.6500    5.292705E-02  8.776781E-02  6.473001E-01
     1.7000    5.888079E-02  8.588464E-02  7.554001E-01
     1.7500    6.385131E-02  8.400146E-02  8.635001E-01
     1.8000    6.781239E-02  8.211828E-02  9.716001E-01
     1.8500    7.120042E-02  8.038464E-02  1.088100E+00
     1.9000    7.343612E-02  7.865099E-02  1.204600E+00
     1.9500    7.453194E-02  7.691734E-02  1.321100E+00
     2.0000    7.451775E-02  7.518369E-02  1.437600E+00
     2.0500    7.304870E-02  7.304956E-02  1.565925E+00
     2.1000    7.037571E-02  7.091543E-02  1.694250E+00
     2.1500    6.661268E-02  6.878130E-02  1.822575E+00
     2.2000    6.189030E-02  6.664717E-02  1.950900E+00
     2.2500    5.744330E-02  6.534696E-02  2.067725E+00
     2.3000    5.235769E-02  6.404675E-02  2.184550E+00
     2.3500    4.673289E-02  6.274654E-02  2.301375E+00
     2.4000    4.067326E-02  6.144633E-02  2.418200E+00
     2.4500    3.366309E-02  6.040055E-02  2.550425E+00
     2.5000    2.629419E-02  5.935478E-02  2.682650E+00
     2.5500    1.871346E-02  5.830901E-02  2.814875E+00
     2.6000    1.106719E-02  5.726323E-02  2.947100E+00
     2.6500    3.471918E-03  5.613172E-02  3.079700E+00
     2.7000   -3.885685E-03  5.500021E-02  3.212300E+00
     2.7500   -1.087662E-02  5.386870E-02  3.344900E+00
     2.8000   -1.738355E-02  5.273718E-02  3.477500E+00
     2.8500   -2.372507E-02  5.166479E-02  3.618700E+00
     2.9000   -2.932623E-02  5.059240E-02  3.759900E+00
     2.9500   -3.409771E-02  4.952000E-02  3.901100E+00
     3.0000   -3.797161E-02  4.844761E-02  4.042300E+00
     3.0500   -4.085197E-02  4.732389E-02  4.183250E+00
     3.1000   -4.276270E-02  4.620017E-02  4.324200E+00
     3.1500   -4.370576E-02  4.507645E-02  4.465150E+00
     3.2000   -4.370469E-02  4.395273E-02  4.606100E+00
     3.2500   -4.283745E-02  4.286436E-02  4.747825E+00
     3.3000   -4.112211E-02  4.177599E-02  4.889550E+00
     3.3500   -3.863636E-02  4.068762E-02  5.031275E+00
     3.4000   -3.547226E-02  3.959925E-02  5.173000E+00
     3.4500   -3.171566E-02  3.856428E-02  5.317550E+00
     3.5000   -2.746716E-02  3.752930E-02  5.462100E+00
     3.5500   -2.284892E-02  3.649433E-02  5.606650E+00
     3.6000   -1.798658E-02  3.545935E-02  5.751200E+00
     3.6500   -1.309522E-02  3.449143E-02  5.893750E+00
     3.7000   -8.192632E-03  3.352350E-02  6.036300E+00
     3.7500   -3.390531E-03  3.255557E-02  6.178850E+00
     3.8000    1.206823E-03  3.158765E-02  6.321400E+00
     3.8500    5.486129E-03  3.070870E-02  6.462800E+00
     3.9000    9.412174E-03  2.982975E-02  6.604200E+00
     3.9500    1.291526E-02  2.895081E-02  6.745600E+00
     4.0000    1.593884E-02  2.807186E-02  6.887000E+00
     4.0500    1.849533E-02  2.725484E-02  7.029050E+00
     4.1000    2.050934E-02  2.643782E-02  7.171100E+00
     4.1500    2.196422E-02  2.562080E-02  7.313150E+00
     4.2000    2.285755E-02  2.480378E-02  7.455200E+00
     4.2500    2.327825E-02  2.410011E-02  7.592075E+00
     4.3000    2.321381E-02  2.339645E-02  7.728950E+00
     4.3500    2.269119E-02  2.269278E-02  7.865825E+00
     4.4000    2.174639E-02  2.198911E-02  8.002700E+00
     4.4500    2.049116E-02  2.136737E-02  8.141350E+00
     4.5000    1.889134E-02  2.074562E-02  8.280000E+00
     4.5500    1.699996E-02  2.012387E-02  8.418650E+00
     4.6000    1.487427E-02  1.950212E-02  8.557300E+00
     4.6500    1.264344E-02  1.896516E-02  8.695050E+00
     4.7000    1.028300E-02  1.842820E-02  8.832800E+00
     4.7500    7.850111E-03  1.789124E-02  8.970550E+00
     4.8000    5.401018E-03  1.735427E-02  9.108300E+00
     4.8500    3.020348E-03  1.689827E-02  9.245075E+00
     4.9000    7.056125E-04  1.644226E-02  9.381850E+00
     4.9500   -1.498064E-03  1.598625E-02  9.518626E+00
     5.0000   -3.549954E-03  1.553024E-02  9.655401E+00
     5.0500   -5.423517E-03  1.513973E-02  9.791151E+00
     5.1000   -7.098606E-03  1.474922E-02  9.926901E+00
     5.1500   -8.550430E-03  1.435871E-02  1.006265E+01
     5.2000   -9.760015E-03  1.396820E-02  1.019840E+01
     5.2500   -1.077428E-02  1.362524E-02  1.033683E+01
     5.3000   -1.152449E-02  1.328229E-02  1.047525E+01
     5.3500   -1.200717E-02  1.293934E-02  1.061368E+01
     5.4000   -1.222487E-02  1.259638E-02  1.075210E+01
     5.4500   -1.223204E-02  1.230001E-02  1.089040E+01
     5.5000   -1.199705E-02  1.200363E-02  1.102870E+01
     5.5500   -1.153566E-02  1.170726E-02  1.116700E+01
     5.6000   -1.086793E-02  1.141089E-02  1.130530E+01
     5.6500   -1.003797E-02  1.114454E-02  1.144498E+01
     5.7000   -9.044728E-03  1.087820E-02  1.158465E+01
     5.7500   -7.916517E-03  1.061186E-02  1.172433E+01
     5.8000   -6.683500E-03  1.034551E-02  1.186400E+01
     5.8500   -5.372061E-03  1.010454E-02  1.200583E+01
     5.9000   -4.010446E-03  9.863571E-03  1.214765E+01
     5.9500   -2.630536E-03  9.622599E-03  1.228948E+01
     6.0000   -1.263330E-03  9.381628E-03  1.243130E+01
     6.0500    9.773603E-05  9.177568E-03  1.257702E+01
     6.1000    1.397473E-03  8.973509E-03  1.272274E+01
     6.1500    2.609050E-03  8.769450E-03  1.286846E+01
     6.2000    3.708747E-03  8.565390E-03  1.301418E+01
     6.2500    4.676413E-03  8.361331E-03  1.315990E+01
     6.3000    5.495828E-03  8.157271E-03  1.330562E+01
     6.3500    6.154957E-03  7.953212E-03  1.345134E+01
     6.4000    6.646090E-03  7.749152E-03  1.359706E+01
     6.4500    6.965874E-03  7.545093E-03  1.374278E+01
     6.5000    7.115234E-03  7.341034E-03  1.388850E+01
     6.5500    7.142129E-03  7.176787E-03  1.403885E+01
     6.6000    7.003049E-03  7.012540E-03  1.418920E+01
     6.6500    6.708522E-03  6.848294E-03  1.433955E+01
     6.7000    6.272523E-03  6.684047E-03  1.448990E+01
     6.7500    5.711998E-03  6.519800E-03  1.464025E+01
     6.8000    5.046318E-03  6.355554E-03  1.479060E+01
     6.8500    4.296691E-03  6.191307E-03  1.494095E+01
     6.9000    3.485545E-03  6.027061E-03  1.509130E+01
     6.9500    2.635897E-03  5.862814E-03  1.524165E+01
     7.0000    1.770727E-03  5.698567E-03  1.539200E+01
     7.0500    9.048358E-04  5.571633E-03  1.554484E+01
     7.1000    5.598654E-05  5.444698E-03  1.569768E+01
     7.1500   -7.555196E-04  5.317763E-03  1.585052E+01
     7.2000   -1.511153E-03  5.190828E-03  1.600336E+01
     7.2500   -2.194577E-03  5.063894E-03  1.615620E+01
     7.3000   -2.792004E-03  4.936959E-03  1.630904E+01
     7.3500   -3.292460E-03  4.810024E-03  1.646188E+01
     7.4000   -3.687976E-03  4.683089E-03  1.661472E+01
     7.4500   -3.973689E-03  4.556155E-03  1.676756E+01
