                                                          Feff 6.01l  potph 4.12
 Abs   Z=29 Rmt= 1.156 Rnm= 1.710 K shell
 Pot 1 Z= 8 Rmt= 0.944 Rnm= 1.397
 Gam_ch=1.761E+00 H-L exch
 Mu=-2.905E+00 kf=1.522E+00 Vint=-1.173E+01 Rs_int= 2.384
 S02  1.000                                               Feff 6.01l ff2chi 2.01
 Curved wave amplitude ratio filter   4.000%
    file           sig2  cw amp ratio   deg  nlegs  r effective
 feff0001.dat    0.00000    100.00      1.00     2   2.1000
    1/   1 paths used
 -------------------------------------------------------------------------------
      k          chi          mag           phase @#
     0.0000   -1.105368E-01  1.303338E-01 -1.012400E+00
     0.0500   -1.088057E-01  1.291592E-01 -1.001750E+00
     0.1000   -1.070756E-01  1.279846E-01 -9.911000E-01
     0.1500   -1.053471E-01  1.268100E-01 -9.804500E-01
     0.2000   -1.036206E-01  1.256354E-01 -9.698000E-01
     0.2500   -1.003844E-01  1.244608E-01 -9.383000E-01
     0.3000   -9.709226E-02  1.232862E-01 -9.068000E-01
     0.3500   -9.374941E-02  1.221116E-01 -8.753000E-01
     0.4000   -9.036096E-02  1.209370E-01 -8.438000E-01
     0.4500   -8.490897E-02  1.192209E-01 -7.926250E-01
     0.5000   -7.935789E-02  1.175049E-01 -7.414500E-01
     0.5500   -7.372850E-02  1.157889E-01 -6.902750E-01
     0.6000   -6.804144E-02  1.140729E-01 -6.391000E-01
     0.6500   -6.045951E-02  1.120646E-01 -5.698500E-01
     0.7000   -5.282177E-02  1.100564E-01 -5.006000E-01
     0.7500   -4.517464E-02  1.080481E-01 -4.313500E-01
     0.8000   -3.756342E-02  1.060398E-01 -3.621000E-01
     0.8500   -2.839690E-02  1.039576E-01 -2.766750E-01
     0.9000   -1.936510E-02  1.018753E-01 -1.912500E-01
     0.9500   -1.054090E-02  9.979306E-02 -1.058250E-01
     1.0000   -1.993159E-03  9.771081E-02 -2.039997E-02
     1.0500    7.573654E-03  9.569681E-02  7.922503E-02
     1.1000    1.666599E-02  9.368281E-02  1.788500E-01
     1.1500    2.519882E-02  9.166881E-02  2.784750E-01
     1.2000    3.309655E-02  8.965480E-02  3.781000E-01
     1.2500    4.130554E-02  8.777959E-02  4.899250E-01
     1.3000    4.862926E-02  8.590437E-02  6.017500E-01
     1.3500    5.500051E-02  8.402916E-02  7.135750E-01
     1.4000    6.036829E-02  8.215394E-02  8.254001E-01
     1.4500    6.532204E-02  8.044127E-02  9.476501E-01
     1.5000    6.905699E-02  7.872860E-02  1.069900E+00
     1.5500    7.156058E-02  7.701593E-02  1.192150E+00
     1.6000    7.284161E-02  7.530326E-02  1.314400E+00
     1.6500    7.316144E-02  7.373765E-02  1.445700E+00
     1.7000    7.217065E-02  7.217203E-02  1.577000E+00
     1.7500    6.993999E-02  7.060642E-02  1.708300E+00
     1.8000    6.656150E-02  6.904081E-02  1.839600E+00
     1.8500    6.157722E-02  6.712304E-02  1.980150E+00
     1.9000    5.559237E-02  6.520527E-02  2.120700E+00
     1.9500    4.879195E-02  6.328750E-02  2.261250E+00
     2.0000    4.137147E-02  6.136973E-02  2.401800E+00
     2.0500    3.438202E-02  6.032918E-02  2.535200E+00
     2.1000    2.700908E-02  5.928864E-02  2.668600E+00
     2.1500    1.940261E-02  5.824809E-02  2.802000E+00
     2.2000    1.171236E-02  5.720754E-02  2.935400E+00
     2.2500    3.362855E-03  5.620515E-02  3.081725E+00
     2.3000   -4.766745E-03  5.520275E-02  3.228050E+00
     2.3500   -1.250325E-02  5.420035E-02  3.374375E+00
     2.4000   -1.968811E-02  5.319795E-02  3.520700E+00
     2.4500   -2.657020E-02  5.228172E-02  3.674700E+00
     2.5000   -3.258131E-02  5.136548E-02  3.828700E+00
     2.5500   -3.760395E-02  5.044925E-02  3.982700E+00
     2.6000   -4.154915E-02  4.953301E-02  4.136700E+00
     2.6500   -4.422050E-02  4.849833E-02  4.289225E+00
     2.7000   -4.573599E-02  4.746365E-02  4.441750E+00
     2.7500   -4.610549E-02  4.642897E-02  4.594275E+00
     2.8000   -4.536742E-02  4.539429E-02  4.746800E+00
     2.8500   -4.360302E-02  4.441675E-02  4.904100E+00
     2.9000   -4.082032E-02  4.343921E-02  5.061400E+00
     2.9500   -3.713440E-02  4.246167E-02  5.218700E+00
     3.0000   -3.268007E-02  4.148412E-02  5.376000E+00
     3.0500   -2.759028E-02  4.047378E-02  5.533125E+00
     3.1000   -2.205208E-02  3.946344E-02  5.690250E+00
     3.1500   -1.623278E-02  3.845310E-02  5.847375E+00
     3.2000   -1.030020E-02  3.744276E-02  6.004500E+00
     3.2500   -4.404132E-03  3.647621E-02  6.162150E+00
     3.3000    1.299890E-03  3.550965E-02  6.319800E+00
     3.3500    6.668381E-03  3.454310E-02  6.477450E+00
     3.4000    1.157370E-02  3.357654E-02  6.635100E+00
     3.4500    1.598218E-02  3.266318E-02  6.794475E+00
     3.5000    1.973274E-02  3.174983E-02  6.953850E+00
     3.5500    2.275603E-02  3.083647E-02  7.113225E+00
     3.6000    2.500689E-02  2.992311E-02  7.272600E+00
     3.6500    2.650182E-02  2.907760E-02  7.429900E+00
     3.7000    2.723335E-02  2.823208E-02  7.587200E+00
     3.7500    2.722260E-02  2.738657E-02  7.744500E+00
     3.8000    2.651071E-02  2.654105E-02  7.901800E+00
     3.8500    2.524138E-02  2.577424E-02  8.057675E+00
     3.9000    2.340817E-02  2.500743E-02  8.213550E+00
     3.9500    2.109113E-02  2.424061E-02  8.369425E+00
     4.0000    1.838004E-02  2.347380E-02  8.525300E+00
     4.0500    1.539508E-02  2.277671E-02  8.682575E+00
     4.1000    1.219103E-02  2.207963E-02  8.839850E+00
     4.1500    8.868113E-03  2.138254E-02  8.997125E+00
     4.2000    5.524993E-03  2.068546E-02  9.154400E+00
     4.2500    2.354319E-03  2.008672E-02  9.307300E+00
     4.3000   -6.901634E-04  1.948798E-02  9.460201E+00
     4.3500   -3.536275E-03  1.888924E-02  9.613101E+00
     4.4000   -6.120717E-03  1.829050E-02  9.766001E+00
     4.4500   -8.461514E-03  1.776328E-02  9.921276E+00
     4.5000   -1.045533E-02  1.723606E-02  1.007655E+01
     4.5500   -1.206793E-02  1.670884E-02  1.023183E+01
     4.6000   -1.327736E-02  1.618162E-02  1.038710E+01
     4.6500   -1.414594E-02  1.572607E-02  1.054345E+01
     4.7000   -1.460743E-02  1.527053E-02  1.069980E+01
     4.7500   -1.467122E-02  1.481498E-02  1.085615E+01
     4.8000   -1.435737E-02  1.435943E-02  1.101250E+01
     4.8500   -1.376427E-02  1.397389E-02  1.116900E+01
     4.9000   -1.285547E-02  1.358834E-02  1.132550E+01
     4.9500   -1.167139E-02  1.320279E-02  1.148200E+01
     5.0000   -1.025822E-02  1.281725E-02  1.163850E+01
     5.0500   -8.695278E-03  1.248056E-02  1.179558E+01
     5.1000   -6.993807E-03  1.214386E-02  1.195265E+01
     5.1500   -5.206250E-03  1.180717E-02  1.210973E+01
     5.2000   -3.385049E-03  1.147048E-02  1.226680E+01
     5.2500   -1.548845E-03  1.117511E-02  1.242733E+01
     5.3000    2.336750E-04  1.087975E-02  1.258785E+01
     5.3500    1.915788E-03  1.058438E-02  1.274838E+01
     5.4000    3.455780E-03  1.028902E-02  1.290890E+01
     5.4500    4.843214E-03  1.002369E-02  1.307065E+01
     5.5000    6.029388E-03  9.758359E-03  1.323240E+01
     5.5500    6.990963E-03  9.493030E-03  1.339415E+01
     5.6000    7.712216E-03  9.227702E-03  1.355590E+01
     5.6500    8.214871E-03  8.990645E-03  1.371870E+01
     5.7000    8.469053E-03  8.753589E-03  1.388150E+01
     5.7500    8.479835E-03  8.516532E-03  1.404430E+01
     5.8000    8.259238E-03  8.279476E-03  1.420710E+01
     5.8500    7.842745E-03  8.064803E-03  1.437238E+01
     5.9000    7.228970E-03  7.850130E-03  1.453765E+01
     5.9500    6.445718E-03  7.635457E-03  1.470293E+01
     6.0000    5.524661E-03  7.420784E-03  1.486820E+01
     6.0500    4.509701E-03  7.244319E-03  1.503601E+01
     6.1000    3.414178E-03  7.067854E-03  1.520382E+01
     6.1500    2.274350E-03  6.891390E-03  1.537163E+01
     6.2000    1.126270E-03  6.714925E-03  1.553944E+01
     6.2500    4.661630E-06  6.538460E-03  1.570725E+01
     6.3000   -1.058130E-03  6.361995E-03  1.587506E+01
     6.3500   -2.033069E-03  6.185531E-03  1.604287E+01
     6.4000   -2.895217E-03  6.009066E-03  1.621068E+01
     6.4500   -3.624373E-03  5.832601E-03  1.637849E+01
     6.5000   -4.205519E-03  5.656136E-03  1.654630E+01
     6.5500   -4.676413E-03  5.527922E-03  1.671633E+01
     6.6000   -4.989299E-03  5.399708E-03  1.688636E+01
     6.6500   -5.141697E-03  5.271494E-03  1.705639E+01
     6.7000   -5.136237E-03  5.143280E-03  1.722642E+01
     6.7500   -4.980374E-03  5.015066E-03  1.739645E+01
     6.8000   -4.685968E-03  4.886851E-03  1.756648E+01
     6.8500   -4.268730E-03  4.758637E-03  1.773651E+01
     6.9000   -3.747554E-03  4.630423E-03  1.790654E+01
     6.9500   -3.143782E-03  4.502209E-03  1.807657E+01
     7.0000   -2.480402E-03  4.373995E-03  1.824660E+01
     7.0500   -1.797583E-03  4.287277E-03  1.841690E+01
     7.1000   -1.089441E-03  4.200560E-03  1.858720E+01
     7.1500   -3.781674E-04  4.113842E-03  1.875750E+01
     7.2000    3.147787E-04  4.027125E-03  1.892780E+01
     7.2500    9.693141E-04  3.940407E-03  1.909810E+01
     7.3000    1.567315E-03  3.853690E-03  1.926840E+01
     7.3500    2.093118E-03  3.766972E-03  1.943870E+01
     7.4000    2.533924E-03  3.680255E-03  1.960900E+01
     7.4500    2.880102E-03  3.593537E-03  1.977930E+01
     7.5000    3.125374E-03  3.506820E-03  1.994960E+01
     7.5500    3.297281E-03  3.451000E-03  2.012076E+01
     7.6000    3.367216E-03  3.395179E-03  2.029192E+01
     7.6500    3.336312E-03  3.339359E-03  2.046308E+01
     7.7000    3.208720E-03  3.283539E-03  2.063424E+01
     7.7500    2.991393E-03  3.227719E-03  2.080540E+01
     7.8000    2.693787E-03  3.171899E-03  2.097655E+01
     7.8500    2.327498E-03  3.116079E-03  2.114771E+01
     7.9000    1.905833E-03  3.060259E-03  2.131887E+01
     7.9500    1.443350E-03  3.004439E-03  2.149003E+01
     8.0000    9.553628E-04  2.948619E-03  2.166119E+01
     8.0500    4.544838E-04  2.909132E-03  2.183428E+01
     8.1000   -4.654316E-05  2.869645E-03  2.200737E+01
     8.1500   -5.325796E-04  2.830159E-03  2.218046E+01
     8.2000   -9.893416E-04  2.790672E-03  2.235355E+01
     8.2500   -1.403819E-03  2.751185E-03  2.252664E+01
     8.3000   -1.764646E-03  2.711698E-03  2.269973E+01
     8.3500   -2.062409E-03  2.672211E-03  2.287281E+01
     8.4000   -2.289888E-03  2.632724E-03  2.304590E+01
     8.4500   -2.442222E-03  2.593237E-03  2.321899E+01
     8.5000   -2.516996E-03  2.553750E-03  2.339208E+01
     8.5500   -2.519343E-03  2.519391E-03  2.356809E+01
     8.6000   -2.443916E-03  2.485031E-03  2.374410E+01
     8.6500   -2.295153E-03  2.450671E-03  2.392011E+01
     8.7000   -2.079687E-03  2.416311E-03  2.409613E+01
     8.7500   -1.806085E-03  2.381951E-03  2.427214E+01
     8.8000   -1.484521E-03  2.347592E-03  2.444815E+01
     8.8500   -1.126407E-03  2.313232E-03  2.462416E+01
     8.9000   -7.439968E-04  2.278872E-03  2.480017E+01
     8.9500   -3.499710E-04  2.244512E-03  2.497618E+01
     9.0000    4.298310E-05  2.210153E-03  2.515219E+01
     9.0500    4.279179E-04  2.176090E-03  2.533068E+01
     9.1000    7.873979E-04  2.142028E-03  2.550916E+01
     9.1500    1.110612E-03  2.107965E-03  2.568765E+01
     9.2000    1.388259E-03  2.073903E-03  2.586614E+01
     9.2500    1.612811E-03  2.039840E-03  2.604462E+01
     9.3000    1.778715E-03  2.005778E-03  2.622311E+01
     9.3500    1.882515E-03  1.971715E-03  2.640159E+01
     9.4000    1.922905E-03  1.937653E-03  2.658008E+01
     9.4500    1.900709E-03  1.903590E-03  2.675857E+01
     9.5000    1.818788E-03  1.869528E-03  2.693705E+01
     9.5500    1.682725E-03  1.837053E-03  2.711636E+01
     9.6000    1.497352E-03  1.804577E-03  2.729567E+01
     9.6500    1.270430E-03  1.772102E-03  2.747498E+01
     9.7000    1.010846E-03  1.739627E-03  2.765429E+01
     9.7500    7.282757E-04  1.707151E-03  2.783360E+01
     9.8000    4.328298E-04  1.674676E-03  2.801291E+01
     9.8500    1.346951E-04  1.642201E-03  2.819222E+01
     9.9000   -1.562137E-04  1.609726E-03  2.837153E+01
     9.9500   -4.305841E-04  1.577250E-03  2.855084E+01
    10.0000   -6.800034E-04  1.544775E-03  2.873015E+01
    10.0500   -9.047537E-04  1.522101E-03  2.891087E+01
    10.1000   -1.093482E-03  1.499427E-03  2.909158E+01
    10.1500   -1.241019E-03  1.476753E-03  2.927230E+01
    10.2000   -1.343719E-03  1.454079E-03  2.945302E+01
    10.2500   -1.399540E-03  1.431405E-03  2.963373E+01
    10.3000   -1.408068E-03  1.408731E-03  2.981445E+01
    10.3500   -1.370485E-03  1.386057E-03  2.999517E+01
    10.4000   -1.289485E-03  1.363383E-03  3.017588E+01
    10.4500   -1.169134E-03  1.340709E-03  3.035660E+01
    10.5000   -1.014693E-03  1.318035E-03  3.053732E+01
    10.5500   -8.324063E-04  1.295361E-03  3.071803E+01
    10.6000   -6.292534E-04  1.272687E-03  3.089875E+01
    10.6500   -4.126905E-04  1.250013E-03  3.107947E+01
    10.7000   -1.903800E-04  1.227339E-03  3.126018E+01
